table_name,column_name,data_type,is_nullable,column_default,referenced_table,referenced_column,constraint_name
jt_sec_admin_records_sec_citizens_join,sec_admin_records_id,character varying,NO,null,sec_admin_records,year,jt_sec_admin_records_sec_citi_sec_admin_records_id_sec_adm_fkey
jt_sec_admin_records_sec_citizens_join,sec_admin_records_id,character varying,NO,null,sec_admin_records,id,jt_sec_admin_records_sec_citi_sec_admin_records_id_sec_adm_fkey
jt_sec_admin_records_sec_citizens_join,sec_admin_records_year,integer,NO,null,sec_admin_records,id,jt_sec_admin_records_sec_citi_sec_admin_records_id_sec_adm_fkey
jt_sec_admin_records_sec_citizens_join,sec_admin_records_year,integer,NO,null,sec_admin_records,year,jt_sec_admin_records_sec_citi_sec_admin_records_id_sec_adm_fkey
jt_sec_admin_records_sec_citizens_join,sec_citizens_id,character varying,NO,null,sec_citizens,id,jt_sec_admin_records_sec_citi_sec_citizens_id_sec_citizens_fkey
jt_sec_admin_records_sec_citizens_join,sec_citizens_id,character varying,NO,null,sec_citizens,year,jt_sec_admin_records_sec_citi_sec_citizens_id_sec_citizens_fkey
jt_sec_admin_records_sec_citizens_join,sec_citizens_year,integer,NO,null,sec_citizens,id,jt_sec_admin_records_sec_citi_sec_citizens_id_sec_citizens_fkey
jt_sec_admin_records_sec_citizens_join,sec_citizens_year,integer,NO,null,sec_citizens,year,jt_sec_admin_records_sec_citi_sec_citizens_id_sec_citizens_fkey
jt_sec_admin_records_sec_gov_entities_join,uid,bigint,NO,null,null,null,null
jt_sec_admin_records_sec_gov_entities_join,sec_admin_records_id,character varying,NO,null,sec_admin_records,id,jt_sec_admin_records_sec_gov__sec_admin_records_id_sec_adm_fkey
jt_sec_admin_records_sec_gov_entities_join,sec_admin_records_id,character varying,NO,null,sec_admin_records,year,jt_sec_admin_records_sec_gov__sec_admin_records_id_sec_adm_fkey
jt_sec_admin_records_sec_gov_entities_join,sec_admin_records_year,integer,NO,null,sec_admin_records,year,jt_sec_admin_records_sec_gov__sec_admin_records_id_sec_adm_fkey
jt_sec_admin_records_sec_gov_entities_join,sec_admin_records_year,integer,NO,null,sec_admin_records,id,jt_sec_admin_records_sec_gov__sec_admin_records_id_sec_adm_fkey
jt_sec_admin_records_sec_gov_entities_join,sec_gov_entities_id,character varying,NO,null,sec_gov_entities,id,jt_sec_admin_records_sec_gov__sec_gov_entities_id_sec_gov__fkey
jt_sec_admin_records_sec_gov_entities_join,sec_gov_entities_id,character varying,NO,null,sec_gov_entities,year,jt_sec_admin_records_sec_gov__sec_gov_entities_id_sec_gov__fkey
jt_sec_admin_records_sec_gov_entities_join,sec_gov_entities_year,integer,NO,null,sec_gov_entities,id,jt_sec_admin_records_sec_gov__sec_gov_entities_id_sec_gov__fkey
jt_sec_admin_records_sec_gov_entities_join,sec_gov_entities_year,integer,NO,null,sec_gov_entities,year,jt_sec_admin_records_sec_gov__sec_gov_entities_id_sec_gov__fkey
jt_sec_businesses_sec_data_transactions_join,sec_businesses_id,character varying,YES,null,sec_businesses,id,jt_sec_businesses_sec_data_tr_sec_businesses_id_sec_busine_fkey
jt_sec_businesses_sec_data_transactions_join,sec_businesses_id,character varying,YES,null,sec_businesses,year,jt_sec_businesses_sec_data_tr_sec_businesses_id_sec_busine_fkey
jt_sec_businesses_sec_data_transactions_join,sec_businesses_year,integer,YES,null,sec_businesses,id,jt_sec_businesses_sec_data_tr_sec_businesses_id_sec_busine_fkey
jt_sec_businesses_sec_data_transactions_join,sec_businesses_year,integer,YES,null,sec_businesses,year,jt_sec_businesses_sec_data_tr_sec_businesses_id_sec_busine_fkey
jt_sec_businesses_sec_data_transactions_join,sec_data_transactions_id,character varying,YES,null,sec_data_transactions,year,jt_sec_businesses_sec_data_tr_sec_data_transactions_id_sec_fkey
jt_sec_businesses_sec_data_transactions_join,sec_data_transactions_id,character varying,YES,null,sec_data_transactions,id,jt_sec_businesses_sec_data_tr_sec_data_transactions_id_sec_fkey
jt_sec_businesses_sec_data_transactions_join,sec_data_transactions_year,integer,YES,null,sec_data_transactions,year,jt_sec_businesses_sec_data_tr_sec_data_transactions_id_sec_fkey
jt_sec_businesses_sec_data_transactions_join,sec_data_transactions_year,integer,YES,null,sec_data_transactions,id,jt_sec_businesses_sec_data_tr_sec_data_transactions_id_sec_fkey
jt_sec_businesses_sec_data_transactions_join,uid,bigint,NO,nextval('jt_sec_businesses_sec_data_transactions_join_uid_seq'::regclass),null,null,null
jt_sec_citizens_sec_data_transactions_join,sec_citizens_id,character varying,YES,null,sec_citizens,id,jt_sec_citizens_sec_data_tran_sec_citizens_id_sec_citizens_fkey
jt_sec_citizens_sec_data_transactions_join,sec_citizens_id,character varying,YES,null,sec_citizens,year,jt_sec_citizens_sec_data_tran_sec_citizens_id_sec_citizens_fkey
jt_sec_citizens_sec_data_transactions_join,sec_citizens_year,integer,YES,null,sec_citizens,year,jt_sec_citizens_sec_data_tran_sec_citizens_id_sec_citizens_fkey
jt_sec_citizens_sec_data_transactions_join,sec_citizens_year,integer,YES,null,sec_citizens,id,jt_sec_citizens_sec_data_tran_sec_citizens_id_sec_citizens_fkey
jt_sec_citizens_sec_data_transactions_join,sec_data_transactions_id,character varying,YES,null,sec_data_transactions,id,jt_sec_citizens_sec_data_tran_sec_data_transactions_id_sec_fkey
jt_sec_citizens_sec_data_transactions_join,sec_data_transactions_id,character varying,YES,null,sec_data_transactions,year,jt_sec_citizens_sec_data_tran_sec_data_transactions_id_sec_fkey
jt_sec_citizens_sec_data_transactions_join,sec_data_transactions_year,integer,YES,null,sec_data_transactions,year,jt_sec_citizens_sec_data_tran_sec_data_transactions_id_sec_fkey
jt_sec_citizens_sec_data_transactions_join,sec_data_transactions_year,integer,YES,null,sec_data_transactions,id,jt_sec_citizens_sec_data_tran_sec_data_transactions_id_sec_fkey
jt_sec_citizens_sec_data_transactions_join,uid,bigint,NO,nextval('jt_sec_citizens_sec_data_transactions_join_uid_seq'::regclass),null,null,null
jt_sec_data_transactions_sec_performance_join,sec_data_transactions_id,character varying,NO,null,null,null,null
jt_sec_data_transactions_sec_performance_join,sec_data_transactions_year,integer,NO,null,null,null,null
jt_sec_data_transactions_sec_performance_join,sec_performance_id,character varying,NO,null,null,null,null
jt_sec_data_transactions_sec_performance_join,sec_performance_year,integer,NO,null,null,null,null
jt_sec_data_transactions_sec_performance_join,uid,bigint,NO,null,null,null,null
jt_sec_gov_entities_sec_data_transactions_join,sec_gov_entities_id,character varying,YES,null,sec_gov_entities,year,jt_sec_gov_entities_sec_data__sec_gov_entities_id_sec_gov__fkey
jt_sec_gov_entities_sec_data_transactions_join,sec_gov_entities_id,character varying,YES,null,sec_gov_entities,id,jt_sec_gov_entities_sec_data__sec_gov_entities_id_sec_gov__fkey
jt_sec_gov_entities_sec_data_transactions_join,sec_gov_entities_year,integer,YES,null,sec_gov_entities,year,jt_sec_gov_entities_sec_data__sec_gov_entities_id_sec_gov__fkey
jt_sec_gov_entities_sec_data_transactions_join,sec_gov_entities_year,integer,YES,null,sec_gov_entities,id,jt_sec_gov_entities_sec_data__sec_gov_entities_id_sec_gov__fkey
jt_sec_gov_entities_sec_data_transactions_join,sec_data_transactions_id,character varying,YES,null,sec_data_transactions,year,jt_sec_gov_entities_sec_data__sec_data_transactions_id_sec_fkey
jt_sec_gov_entities_sec_data_transactions_join,sec_data_transactions_id,character varying,YES,null,sec_data_transactions,id,jt_sec_gov_entities_sec_data__sec_data_transactions_id_sec_fkey
jt_sec_gov_entities_sec_data_transactions_join,sec_data_transactions_year,integer,YES,null,sec_data_transactions,id,jt_sec_gov_entities_sec_data__sec_data_transactions_id_sec_fkey
jt_sec_gov_entities_sec_data_transactions_join,sec_data_transactions_year,integer,YES,null,sec_data_transactions,year,jt_sec_gov_entities_sec_data__sec_data_transactions_id_sec_fkey
jt_sec_gov_entities_sec_data_transactions_join,uid,bigint,NO,nextval('jt_sec_gov_entities_sec_data_transactions_join_uid_seq'::regclass),null,null,null
jt_sec_objectives_sec_performance_join,uid,integer,NO,nextval('jt_sec_objectives_sec_performance_join_uid_seq'::regclass),null,null,null
jt_sec_objectives_sec_performance_join,sec_objectives_id,text,NO,null,sec_objectives,id,fk_objective
jt_sec_objectives_sec_performance_join,sec_objectives_id,text,NO,null,sec_objectives,year,fk_objective
jt_sec_objectives_sec_performance_join,sec_objectives_year,integer,NO,null,sec_objectives,id,fk_objective
jt_sec_objectives_sec_performance_join,sec_objectives_year,integer,NO,null,sec_objectives,year,fk_objective
jt_sec_objectives_sec_performance_join,sec_performance_id,text,NO,null,sec_performance,year,fk_performance
jt_sec_objectives_sec_performance_join,sec_performance_id,text,NO,null,sec_performance,id,fk_performance
jt_sec_objectives_sec_performance_join,sec_performance_year,integer,NO,null,sec_performance,year,fk_performance
jt_sec_objectives_sec_performance_join,sec_performance_year,integer,NO,null,sec_performance,id,fk_performance
jt_sec_objectives_sec_policy_tools_join,sec_objectives_id,character varying,YES,null,sec_objectives,year,jt_sec_objectives_sec_policy__sec_objectives_id_sec_object_fkey
jt_sec_objectives_sec_policy_tools_join,sec_objectives_id,character varying,YES,null,sec_objectives,id,jt_sec_objectives_sec_policy__sec_objectives_id_sec_object_fkey
jt_sec_objectives_sec_policy_tools_join,sec_objectives_year,integer,YES,null,sec_objectives,id,jt_sec_objectives_sec_policy__sec_objectives_id_sec_object_fkey
jt_sec_objectives_sec_policy_tools_join,sec_objectives_year,integer,YES,null,sec_objectives,year,jt_sec_objectives_sec_policy__sec_objectives_id_sec_object_fkey
jt_sec_objectives_sec_policy_tools_join,sec_policy_tools_id,character varying,YES,null,sec_policy_tools,year,jt_sec_objectives_sec_policy__sec_policy_tools_id_sec_poli_fkey
jt_sec_objectives_sec_policy_tools_join,sec_policy_tools_id,character varying,YES,null,sec_policy_tools,id,jt_sec_objectives_sec_policy__sec_policy_tools_id_sec_poli_fkey
jt_sec_objectives_sec_policy_tools_join,sec_policy_tools_year,integer,YES,null,sec_policy_tools,id,jt_sec_objectives_sec_policy__sec_policy_tools_id_sec_poli_fkey
jt_sec_objectives_sec_policy_tools_join,sec_policy_tools_year,integer,YES,null,sec_policy_tools,year,jt_sec_objectives_sec_policy__sec_policy_tools_id_sec_poli_fkey
jt_sec_objectives_sec_policy_tools_join,uid,bigint,NO,nextval('jt_sec_objectives_sec_policy_tools_join_uid_seq'::regclass),null,null,null
jt_sec_performance_ent_capabilities_join,sec_performance_id,character varying,YES,null,sec_performance,id,jt_sec_performance_ent_capabi_sec_performance_id_sec_perfo_fkey
jt_sec_performance_ent_capabilities_join,sec_performance_id,character varying,YES,null,sec_performance,year,jt_sec_performance_ent_capabi_sec_performance_id_sec_perfo_fkey
jt_sec_performance_ent_capabilities_join,sec_performance_year,integer,YES,null,sec_performance,year,jt_sec_performance_ent_capabi_sec_performance_id_sec_perfo_fkey
jt_sec_performance_ent_capabilities_join,sec_performance_year,integer,YES,null,sec_performance,id,jt_sec_performance_ent_capabi_sec_performance_id_sec_perfo_fkey
jt_sec_performance_ent_capabilities_join,ent_capabilities_id,character varying,YES,null,ent_capabilities,year,jt_sec_performance_ent_capabi_ent_capabilities_id_ent_capa_fkey
jt_sec_performance_ent_capabilities_join,ent_capabilities_id,character varying,YES,null,ent_capabilities,id,jt_sec_performance_ent_capabi_ent_capabilities_id_ent_capa_fkey
jt_sec_performance_ent_capabilities_join,ent_capabilities_year,integer,YES,null,ent_capabilities,year,jt_sec_performance_ent_capabi_ent_capabilities_id_ent_capa_fkey
jt_sec_performance_ent_capabilities_join,ent_capabilities_year,integer,YES,null,ent_capabilities,id,jt_sec_performance_ent_capabi_ent_capabilities_id_ent_capa_fkey
jt_sec_performance_ent_capabilities_join,uid,bigint,NO,nextval('jt_sec_performance_ent_capabilities_join_uid_seq'::regclass),null,null,null
jt_sec_policy_tools_ent_capabilities_join,sec_policy_tools_id,character varying,YES,null,sec_policy_tools,year,jt_sec_policy_tools_ent_capab_sec_policy_tools_id_sec_poli_fkey
jt_sec_policy_tools_ent_capabilities_join,sec_policy_tools_id,character varying,YES,null,sec_policy_tools,id,jt_sec_policy_tools_ent_capab_sec_policy_tools_id_sec_poli_fkey
jt_sec_policy_tools_ent_capabilities_join,sec_policy_tools_year,integer,YES,null,sec_policy_tools,id,jt_sec_policy_tools_ent_capab_sec_policy_tools_id_sec_poli_fkey
jt_sec_policy_tools_ent_capabilities_join,sec_policy_tools_year,integer,YES,null,sec_policy_tools,year,jt_sec_policy_tools_ent_capab_sec_policy_tools_id_sec_poli_fkey
jt_sec_policy_tools_ent_capabilities_join,ent_capabilities_id,character varying,YES,null,ent_capabilities,year,jt_sec_policy_tools_ent_capab_ent_capabilities_id_ent_capa_fkey
jt_sec_policy_tools_ent_capabilities_join,ent_capabilities_id,character varying,YES,null,ent_capabilities,id,jt_sec_policy_tools_ent_capab_ent_capabilities_id_ent_capa_fkey
jt_sec_policy_tools_ent_capabilities_join,ent_capabilities_year,integer,YES,null,ent_capabilities,id,jt_sec_policy_tools_ent_capab_ent_capabilities_id_ent_capa_fkey
jt_sec_policy_tools_ent_capabilities_join,ent_capabilities_year,integer,YES,null,ent_capabilities,year,jt_sec_policy_tools_ent_capab_ent_capabilities_id_ent_capa_fkey
jt_sec_policy_tools_ent_capabilities_join,uid,bigint,NO,nextval('jt_sec_policy_tools_ent_capabilities_join_uid_seq'::regclass),null,null,null
jt_sec_policy_tools_sec_admin_records_join,sec_policy_tools_id,character varying,YES,null,sec_policy_tools,id,jt_sec_policy_tools_sec_admin_sec_policy_tools_id_sec_poli_fkey
jt_sec_policy_tools_sec_admin_records_join,sec_policy_tools_id,character varying,YES,null,sec_policy_tools,year,jt_sec_policy_tools_sec_admin_sec_policy_tools_id_sec_poli_fkey
jt_sec_policy_tools_sec_admin_records_join,sec_policy_tools_year,integer,YES,null,sec_policy_tools,year,jt_sec_policy_tools_sec_admin_sec_policy_tools_id_sec_poli_fkey
jt_sec_policy_tools_sec_admin_records_join,sec_policy_tools_year,integer,YES,null,sec_policy_tools,id,jt_sec_policy_tools_sec_admin_sec_policy_tools_id_sec_poli_fkey
jt_sec_policy_tools_sec_admin_records_join,sec_admin_records_id,character varying,YES,null,sec_admin_records,year,jt_sec_policy_tools_sec_admin_sec_admin_records_id_sec_adm_fkey
jt_sec_policy_tools_sec_admin_records_join,sec_admin_records_id,character varying,YES,null,sec_admin_records,id,jt_sec_policy_tools_sec_admin_sec_admin_records_id_sec_adm_fkey
jt_sec_policy_tools_sec_admin_records_join,sec_admin_records_year,integer,YES,null,sec_admin_records,id,jt_sec_policy_tools_sec_admin_sec_admin_records_id_sec_adm_fkey
jt_sec_policy_tools_sec_admin_records_join,sec_admin_records_year,integer,YES,null,sec_admin_records,year,jt_sec_policy_tools_sec_admin_sec_admin_records_id_sec_adm_fkey
jt_sec_policy_tools_sec_admin_records_join,uid,bigint,NO,nextval('jt_sec_policy_tools_sec_admin_records_join_uid_seq'::regclass),null,null,null
kg_edges,id,uuid,NO,uuid_generate_v4(),null,null,null
kg_edges,src_id,uuid,NO,null,kg_nodes,id,kg_edges_src_id_fkey
kg_edges,rel_type,text,NO,null,null,null,null
kg_edges,dst_id,uuid,NO,null,kg_nodes,id,kg_edges_dst_id_fkey
kg_edges,props,jsonb,NO,'{}'::jsonb,null,null,null
kg_edges,valid_from,timestamp with time zone,NO,now(),null,null,null
kg_edges,valid_to,timestamp with time zone,YES,null,null,null,null
kg_nodes,id,uuid,NO,uuid_generate_v4(),null,null,null
kg_nodes,type,text,NO,null,null,null,null
kg_nodes,props,jsonb,NO,'{}'::jsonb,null,null,null
kg_nodes,valid_from,timestamp with time zone,NO,now(),null,null,null
kg_nodes,valid_to,timestamp with time zone,YES,null,null,null,null
messages,id,integer,NO,nextval('messages_id_seq'::regclass),null,null,null
messages,conversation_id,integer,NO,null,conversations,id,messages_conversation_id_fkey
messages,role,character varying,NO,null,null,null,null
messages,content,text,NO,null,null,null,null
messages,artifact_ids,ARRAY,YES,null,null,null,null
messages,extra_metadata,jsonb,YES,null,null,null,null
messages,created_at,timestamp without time zone,YES,now(),null,null,null
personas,id,integer,NO,nextval('personas_id_seq'::regclass),null,null,null
personas,name,character varying,NO,null,null,null,null
personas,display_name,character varying,NO,null,null,null,null
personas,description,text,YES,null,null,null,null
personas,system_prompt,text,NO,null,null,null,null
personas,is_active,boolean,YES,true,null,null,null
personas,created_at,timestamp without time zone,YES,now(),null,null,null
personas,updated_at,timestamp without time zone,YES,now(),null,null,null
profiles,id,uuid,NO,null,null,null,null
profiles,email,text,YES,null,null,null,null
profiles,full_name,text,YES,null,null,null,null
profiles,avatar_url,text,YES,null,null,null,null
profiles,created_at,timestamp with time zone,YES,now(),null,null,null
profiles,updated_at,timestamp with time zone,YES,now(),null,null,null
rel_allowlist,src_type,text,NO,null,null,null,null
rel_allowlist,rel_name,text,NO,null,null,null,null
rel_allowlist,dst_type,text,NO,null,null,null,null
sec_admin_records,id,character varying,NO,null,null,null,null
sec_admin_records,year,integer,NO,null,null,null,null
sec_admin_records,quarter,integer,YES,null,null,null,null
sec_admin_records,record_type,character varying,YES,null,null,null,null
sec_admin_records,category,character varying,YES,null,null,null,null
sec_admin_records,dataset_name,character varying,YES,null,null,null,null
sec_admin_records,data_owner,character varying,YES,null,null,null,null
sec_admin_records,update_frequency,character varying,YES,null,null,null,null
sec_admin_records,content,text,YES,null,null,null,null
sec_admin_records,publication_date,date,YES,null,null,null,null
sec_admin_records,author_issuing_authority,character varying,YES,null,null,null,null
sec_admin_records,version,character varying,YES,null,null,null,null
sec_admin_records,status,character varying,YES,null,null,null,null
sec_admin_records,access_level,character varying,YES,null,null,null,null
sec_admin_records,level,character varying,NO,null,null,null,null
sec_admin_records,parent_id,character varying,YES,null,sec_admin_records,year,sec_admin_records_parent_id_parent_year_fkey
sec_admin_records,parent_id,character varying,YES,null,sec_admin_records,id,sec_admin_records_parent_id_parent_year_fkey
sec_admin_records,parent_year,integer,YES,null,sec_admin_records,year,sec_admin_records_parent_id_parent_year_fkey
sec_admin_records,parent_year,integer,YES,null,sec_admin_records,id,sec_admin_records_parent_id_parent_year_fkey
sec_businesses,id,character varying,NO,null,null,null,null
sec_businesses,year,integer,NO,null,null,null,null
sec_businesses,name,character varying,YES,null,null,null,null
sec_businesses,quarter,integer,YES,null,null,null,null
sec_businesses,registered_services,character varying,YES,null,null,null,null
sec_businesses,operating_sector,character varying,YES,null,null,null,null
sec_businesses,investment_portfolio,text,YES,null,null,null,null
sec_businesses,compliance_status,character varying,YES,null,null,null,null
sec_businesses,investment_goals,text,YES,null,null,null,null
sec_businesses,associated_projects,text,YES,null,null,null,null
sec_businesses,level,character varying,NO,null,null,null,null
sec_businesses,parent_id,character varying,YES,null,sec_businesses,year,sec_businesses_parent_id_parent_year_fkey
sec_businesses,parent_id,character varying,YES,null,sec_businesses,id,sec_businesses_parent_id_parent_year_fkey
sec_businesses,parent_year,integer,YES,null,sec_businesses,id,sec_businesses_parent_id_parent_year_fkey
sec_businesses,parent_year,integer,YES,null,sec_businesses,year,sec_businesses_parent_id_parent_year_fkey
sec_citizens,id,character varying,NO,null,null,null,null
sec_citizens,year,integer,NO,null,null,null,null
sec_citizens,quarter,integer,YES,null,null,null,null
sec_citizens,type,character varying,YES,null,null,null,null
sec_citizens,region,character varying,YES,null,null,null,null
sec_citizens,district,character varying,YES,null,null,null,null
sec_citizens,demographic_segment,character varying,YES,null,null,null,null
sec_citizens,service_uptake,integer,YES,null,null,null,null
sec_citizens,satisfaction_level,numeric,YES,null,null,null,null
sec_citizens,demographic_details,character varying,NO,null,null,null,null
sec_citizens,service_history,character varying,YES,null,null,null,null
sec_citizens,benefit_entitlements,character varying,YES,null,null,null,null
sec_citizens,complaints,integer,YES,null,null,null,null
sec_citizens,level,character varying,NO,null,null,null,null
sec_citizens,parent_id,character varying,YES,null,sec_citizens,year,sec_citizens_parent_id_parent_year_fkey
sec_citizens,parent_id,character varying,YES,null,sec_citizens,id,sec_citizens_parent_id_parent_year_fkey
sec_citizens,parent_year,integer,YES,null,sec_citizens,id,sec_citizens_parent_id_parent_year_fkey
sec_citizens,parent_year,integer,YES,null,sec_citizens,year,sec_citizens_parent_id_parent_year_fkey
sec_data_transactions,id,character varying,NO,null,null,null,null
sec_data_transactions,year,integer,NO,null,null,null,null
sec_data_transactions,quarter,integer,YES,null,null,null,null
sec_data_transactions,domain,character varying,YES,null,null,null,null
sec_data_transactions,department,character varying,YES,null,null,null,null
sec_data_transactions,transaction_type,character varying,YES,null,null,null,null
sec_data_transactions,volume,integer,YES,null,null,null,null
sec_data_transactions,efficiency_rating,numeric,YES,null,null,null,null
sec_data_transactions,volume_quantity,integer,YES,null,null,null,null
sec_data_transactions,productivity_metrics,character varying,YES,null,null,null,null
sec_data_transactions,it_systems,character varying,YES,null,null,null,null
sec_data_transactions,level,character varying,NO,null,null,null,null
sec_data_transactions,parent_id,character varying,YES,null,sec_data_transactions,year,sec_data_transactions_parent_id_parent_year_fkey
sec_data_transactions,parent_id,character varying,YES,null,sec_data_transactions,id,sec_data_transactions_parent_id_parent_year_fkey
sec_data_transactions,parent_year,integer,YES,null,sec_data_transactions,year,sec_data_transactions_parent_id_parent_year_fkey
sec_data_transactions,parent_year,integer,YES,null,sec_data_transactions,id,sec_data_transactions_parent_id_parent_year_fkey
sec_gov_entities,id,character varying,NO,null,null,null,null
sec_gov_entities,year,integer,NO,null,null,null,null
sec_gov_entities,name,character varying,YES,null,null,null,null
sec_gov_entities,quarter,integer,YES,null,null,null,null
sec_gov_entities,type,character varying,YES,null,null,null,null
sec_gov_entities,domain,character varying,YES,null,null,null,null
sec_gov_entities,specific_topic,character varying,YES,null,null,null,null
sec_gov_entities,engagement_level,integer,YES,null,null,null,null
sec_gov_entities,role_in_partnership,character varying,YES,null,null,null,null
sec_gov_entities,collaboration_agreements,character varying,YES,null,null,null,null
sec_gov_entities,points_of_contact,character varying,YES,null,null,null,null
sec_gov_entities,partnership_status,character varying,YES,null,null,null,null
sec_gov_entities,linked_policies,character varying,NO,null,null,null,null
sec_gov_entities,level,character varying,NO,null,null,null,null
sec_gov_entities,parent_id,character varying,YES,null,sec_gov_entities,id,sec_gov_entities_parent_id_parent_year_fkey
sec_gov_entities,parent_id,character varying,YES,null,sec_gov_entities,year,sec_gov_entities_parent_id_parent_year_fkey
sec_gov_entities,parent_year,integer,YES,null,sec_gov_entities,year,sec_gov_entities_parent_id_parent_year_fkey
sec_gov_entities,parent_year,integer,YES,null,sec_gov_entities,id,sec_gov_entities_parent_id_parent_year_fkey
sec_objectives,id,character varying,NO,null,sec_performance,id,fk_objectives_performance
sec_objectives,id,character varying,NO,null,sec_performance,year,fk_objectives_performance
sec_objectives,year,integer,NO,null,sec_performance,id,fk_objectives_performance
sec_objectives,year,integer,NO,null,sec_performance,year,fk_objectives_performance
sec_objectives,name,character varying,YES,null,null,null,null
sec_objectives,level,character varying,NO,null,null,null,null
sec_objectives,parent_id,character varying,YES,null,sec_objectives,year,sec_objectives_parent_id_parent_year_fkey
sec_objectives,parent_id,character varying,YES,null,sec_objectives,id,sec_objectives_parent_id_parent_year_fkey
sec_objectives,parent_year,integer,YES,null,sec_objectives,year,sec_objectives_parent_id_parent_year_fkey
sec_objectives,parent_year,integer,YES,null,sec_objectives,id,sec_objectives_parent_id_parent_year_fkey
sec_objectives,baseline,numeric,YES,null,null,null,null
sec_objectives,target,numeric,YES,null,null,null,null
sec_objectives,actual,numeric,YES,null,null,null,null
sec_objectives,indicator_type,character varying,YES,null,null,null,null
sec_objectives,frequency,character varying,YES,null,null,null,null
sec_objectives,status,character varying,YES,null,null,null,null
sec_objectives,rationale,text,YES,null,null,null,null
sec_objectives,expected_outcomes,text,YES,null,null,null,null
sec_objectives,timeframe,date,NO,null,null,null,null
sec_objectives,priority_level,integer,NO,null,null,null,null
sec_objectives,budget_allocated,numeric,NO,null,null,null,null
sec_performance,id,character varying,NO,null,null,null,null
sec_performance,year,integer,NO,null,null,null,null
sec_performance,quarter,integer,YES,null,null,null,null
sec_performance,name,character varying,YES,null,null,null,null
sec_performance,level,character varying,NO,null,null,null,null
sec_performance,parent_id,character varying,YES,null,sec_performance,id,sec_performance_parent_id_parent_year_fkey
sec_performance,parent_id,character varying,YES,null,sec_performance,year,sec_performance_parent_id_parent_year_fkey
sec_performance,parent_year,integer,YES,null,sec_performance,id,sec_performance_parent_id_parent_year_fkey
sec_performance,parent_year,integer,YES,null,sec_performance,year,sec_performance_parent_id_parent_year_fkey
sec_performance,kpi_type,character varying,YES,null,null,null,null
sec_performance,unit,character varying,YES,null,null,null,null
sec_performance,frequency,character varying,YES,null,null,null,null
sec_performance,target,numeric,YES,null,null,null,null
sec_performance,actual,numeric,YES,null,null,null,null
sec_performance,status,character varying,YES,null,null,null,null
sec_performance,description,text,YES,null,null,null,null
sec_performance,calculation_formula,text,NO,null,null,null,null
sec_performance,measurement_frequency,character varying,YES,null,null,null,null
sec_performance,thresholds,character varying,YES,null,null,null,null
sec_performance,data_source,character varying,YES,null,null,null,null
sec_policy_tools,id,character varying,NO,null,null,null,null
sec_policy_tools,year,integer,NO,null,null,null,null
sec_policy_tools,name,character varying,YES,null,null,null,null
sec_policy_tools,quarter,integer,YES,null,null,null,null
sec_policy_tools,level,character varying,NO,null,null,null,null
sec_policy_tools,parent_id,character varying,YES,null,sec_policy_tools,id,sec_policy_tools_parent_id_parent_year_fkey
sec_policy_tools,parent_id,character varying,YES,null,sec_policy_tools,year,sec_policy_tools_parent_id_parent_year_fkey
sec_policy_tools,parent_year,integer,YES,null,sec_policy_tools,id,sec_policy_tools_parent_id_parent_year_fkey
sec_policy_tools,parent_year,integer,YES,null,sec_policy_tools,year,sec_policy_tools_parent_id_parent_year_fkey
sec_policy_tools,tool_type,character varying,YES,null,null,null,null
sec_policy_tools,impact_target,character varying,YES,null,null,null,null
sec_policy_tools,delivery_channel,character varying,YES,null,null,null,null
sec_policy_tools,status,character varying,YES,null,null,null,null
sec_policy_tools,cost_of_implementation,numeric,NO,null,null,null,null
temp_investment_initiatives,id,integer,NO,nextval('temp_investment_initiatives_id_seq'::regclass),null,null,null
temp_investment_initiatives,quarter,text,NO,null,null,null,null
temp_investment_initiatives,initiative_name,text,NO,null,null,null,null
temp_investment_initiatives,budget,numeric,NO,null,null,null,null
temp_investment_initiatives,risk_score,numeric,NO,null,null,null,null
temp_investment_initiatives,alignment_score,numeric,NO,null,null,null,null
temp_investment_initiatives,created_at,timestamp with time zone,NO,now(),null,null,null
temp_investment_initiatives,updated_at,timestamp with time zone,NO,now(),null,null,null
temp_quarterly_dashboard_data,id,integer,NO,nextval('temp_quarterly_dashboard_data_id_seq'::regclass),null,null,null
temp_quarterly_dashboard_data,quarter,text,NO,null,null,null,null
temp_quarterly_dashboard_data,dimension_id,text,NO,null,null,null,null
temp_quarterly_dashboard_data,dimension_title,text,NO,null,null,null,null
temp_quarterly_dashboard_data,kpi_description,text,NO,null,null,null,null
temp_quarterly_dashboard_data,kpi_formula,text,NO,null,null,null,null
temp_quarterly_dashboard_data,kpi_base_value,numeric,NO,null,null,null,null
temp_quarterly_dashboard_data,kpi_actual,numeric,NO,null,null,null,null
temp_quarterly_dashboard_data,kpi_planned,numeric,NO,null,null,null,null
temp_quarterly_dashboard_data,kpi_next_target,numeric,NO,null,null,null,null
temp_quarterly_dashboard_data,kpi_final_target,numeric,NO,null,null,null,null
temp_quarterly_dashboard_data,health_score,numeric,NO,null,null,null,null
temp_quarterly_dashboard_data,health_state,text,NO,null,null,null,null
temp_quarterly_dashboard_data,trend,text,NO,null,null,null,null
temp_quarterly_dashboard_data,projections,jsonb,NO,null,null,null,null
temp_quarterly_dashboard_data,created_at,timestamp with time zone,NO,now(),null,null,null
